FECHA;MINERAL SAG1;MINERAL SAG2
16-01-20 07:00;0;1.464888453
16-01-20 08:00;0;1.464888453
16-01-20 09:00;0;1.464888453
16-01-20 10:00;0;1.373332977
16-01-20 11:00;0;1.281777382
16-01-20 12:00;0;1.190221906
16-01-20 13:00;0;1.190221906
16-01-20 14:00;0;1.190221906
16-01-20 15:00;0;1.190221906
16-01-20 16:00;0;1.190221906
16-01-20 17:00;0;1.09866631
16-01-20 18:00;;
16-01-20 19:00;0;1.190221906
16-01-20 20:00;0;1.190221906
16-01-20 21:00;0;1.281777382
16-01-20 22:00;0;1.281777382
16-01-20 23:00;0;1.281777382
17-01-20 00:00;0;1.373332977
17-01-20 01:00;0;1.373332977
17-01-20 02:00;0;1.373332977
17-01-20 03:00;0;1.281777382
17-01-20 04:00;0;1.373332977
17-01-20 05:00;0;1.373332977
17-01-20 06:00;0;1.464888453
17-01-20 07:00;0;1.373332977
17-01-20 08:00;0;1.373332977
17-01-20 09:00;0;1.373332977
17-01-20 10:00;0;1.190221906
17-01-20 11:00;0;1.190221906
17-01-20 12:00;0;1.09866631
17-01-20 13:00;0;1.190221906
17-01-20 14:00;0;1.09866631
17-01-20 15:00;0;1.09866631
17-01-20 16:00;0;1.007110834
17-01-20 17:00;0;1.007110834
17-01-20 18:00;0;1.007110834
17-01-20 19:00;0;1.007110834
17-01-20 20:00;0;1.09866631
17-01-20 21:00;0;1.281777382
17-01-20 22:00;0;1.190221906
17-01-20 23:00;2013.000854;1.281777382
18-01-20 00:00;0;1.190221906
18-01-20 01:00;2174.974854;1.281777382
18-01-20 02:00;2243.043213;993.0112915
18-01-20 03:00;0;1428.08313
18-01-20 04:00;0;1.190221906
18-01-20 05:00;0;2020.905151
18-01-20 06:00;0;1114.139282
18-01-20 07:00;0;1613.574585
18-01-20 08:00;0;1396.771118
18-01-20 09:00;2082.003174;1.190221906
18-01-20 10:00;0;1.09866631
18-01-20 11:00;2053.987305;1211.279663
18-01-20 12:00;2414.978516;1244.148071
18-01-20 13:00;2576.952393;1905.819824
18-01-20 14:00;1343.003662;730.5215454
18-01-20 15:00;1714.993774;1653.859009
18-01-20 16:00;2268.050293;1656.51416
18-01-20 17:00;1807.965332;1672.261719
18-01-20 18:00;1573.046021;1894.924805
18-01-20 19:00;1426.014038;1154.149048
18-01-20 20:00;2002.002075;1669.606567
18-01-20 21:00;2020.990601;1826.62439
18-01-20 22:00;2050.044189;1660.359497
18-01-20 23:00;1901.040649;1965.330933
19-01-20 00:00;2518.015137;1293.313354
19-01-20 01:00;2755.009521;1629.322144
19-01-20 02:00;2008.020264;2021.546021
19-01-20 03:00;1887.032715;6.5919981
19-01-20 04:00;2775.969727;1732.779907
19-01-20 05:00;0;2151.188721
19-01-20 06:00;1956.968872;1812.067017
19-01-20 07:00;2060.005615;1649.189697
19-01-20 08:00;0;1265.572021
19-01-20 09:00;1871.987061;1827.082153
19-01-20 10:00;1843.971069;1993.987793
19-01-20 11:00;1815.02124;1684.530151
19-01-20 12:00;972.9849854;1663.655518
19-01-20 13:00;1818.030396;1856.929199
19-01-20 14:00;1798.00415;1821.954956
19-01-20 15:00;1807.031494;2048.82959
19-01-20 16:00;1802.050903;1986.205688
19-01-20 17:00;2463.95459;1777.367432
19-01-20 18:00;2504.00708;1880.275879
19-01-20 19:00;2687.044922;1951.963867
19-01-20 20:00;2659.962646;1906.735474
19-01-20 21:00;2698.977539;1908.383423
19-01-20 22:00;2491.036621;1983.733643
19-01-20 23:00;1942.960938;1561.845703
20-01-20 00:00;2130.979248;939.7259521
20-01-20 01:00;2312.979492;1343.302734
20-01-20 02:00;0;1701.28479
20-01-20 03:00;0;1869.289185
20-01-20 04:00;0;1949.217163
20-01-20 05:00;0;1882.107056
20-01-20 06:00;0;2098.727295
20-01-20 07:00;0;1855.555908
20-01-20 08:00;0;1438.154297
20-01-20 09:00;0;970.7632446
20-01-20 10:00;0;1.190221906
20-01-20 11:00;0;602.0691528
20-01-20 12:00;0;1279.488525
20-01-20 13:00;0;1599.658203
20-01-20 14:00;0;1774.803955
20-01-20 15:00;0;1901.608276
20-01-20 16:00;0;1290.109009
20-01-20 17:00;0;1846.583496
20-01-20 18:00;0;2047.456299
20-01-20 19:00;1377.97168;1893.642944
20-01-20 20:00;1424.976318;1797.967407
20-01-20 21:00;0;1620.990601
20-01-20 22:00;1978.966675;1038.331299
20-01-20 23:00;2083.040771;1020.844116
21-01-20 00:00;2088.955322;930.8450317
21-01-20 01:00;2091.964355;1.281777382
21-01-20 02:00;2097.982666;1506.180054
21-01-20 03:00;2157.023926;1817.46875
21-01-20 04:00;2135.959961;1328.470703
21-01-20 05:00;2141.978271;1263.283203
21-01-20 06:00;2124.961182;1282.692993
21-01-20 07:00;2499.026367;1230.048584
21-01-20 08:00;2596.044922;1487.136475
21-01-20 09:00;2825.049561;1198.278809
21-01-20 10:00;2552.049316;1224.280518
21-01-20 11:00;2293.990967;1.281777382
21-01-20 12:00;2333.005859;1.281777382
21-01-20 13:00;2446.003662;1725.913208
21-01-20 14:00;2204.962402;1651.020874
21-01-20 15:00;2191.991943;1396.954224
21-01-20 16:00;2507.949951;1472.395996
21-01-20 17:00;2480.97168;1715.475952
21-01-20 18:00;2595.00708;1679.403076
21-01-20 19:00;2632.050537;1531.632446
21-01-20 20:00;2681.026611;884.6094971
21-01-20 21:00;2579.027588;845.4237671
21-01-20 22:00;2766.008545;1158.726807
21-01-20 23:00;2772.960693;1761.070557
22-01-20 00:00;0;1637.745239
22-01-20 01:00;2902.041748;1767.937256
22-01-20 02:00;2924.039551;747.1846924
22-01-20 03:00;2612.958252;1367.656494
22-01-20 04:00;2140.006836;1552.690186
22-01-20 05:00;2077.022705;1241.859131
22-01-20 06:00;2096.01123;1720.145264
22-01-20 07:00;2529.013916;1278.847656
22-01-20 08:00;2541.984375;989.4406128
22-01-20 09:00;2621.051758;1208.624512
22-01-20 10:00;2726.993652;1302.01123
22-01-20 11:00;0;11.62755203
22-01-20 12:00;2439.985352;788.0184326
22-01-20 13:00;2372.020752;961.8823853
22-01-20 14:00;2265.974854;1.190221906
22-01-20 15:00;1536.002686;1.09866631
22-01-20 16:00;1674.007446;1.190221906
22-01-20 17:00;0;1.281777382
22-01-20 18:00;2653.010742;1469.832397
22-01-20 19:00;2800.042725;1477.523071
22-01-20 20:00;2775.969727;1493.453735
22-01-20 21:00;2816.956055;1335.154297
22-01-20 22:00;2871.016602;1390.54541
22-01-20 23:00;2745.04834;1592.33374
23-01-20 00:00;2968.96875;1503.799561
23-01-20 01:00;2869.979004;1445.295532
23-01-20 02:00;2896.957275;1393.932861
23-01-20 03:00;2747.019775;1725.363892
23-01-20 04:00;2778.044922;1423.322266
23-01-20 05:00;2405.951172;1292.764038
23-01-20 06:00;0;1141.78894
23-01-20 07:00;2480.037842;979.3695068
23-01-20 08:00;0;1215.399658
23-01-20 09:00;0;1663.838623
23-01-20 10:00;0;1867.366577
23-01-20 11:00;0;1873.317627
23-01-20 12:00;0;1892.635864
23-01-20 13:00;0;2068.056396
23-01-20 14:00;0;2126.926514
23-01-20 15:00;;2154.393066
23-01-20 16:00;0;2074.281982
23-01-20 17:00;0;2073.18335
23-01-20 18:00;0;2109.805664
23-01-20 19:00;0;2108.523926
23-01-20 20:00;0;2098.086426
23-01-20 21:00;0;2092.227051
23-01-20 22:00;0;1768.944336
23-01-20 23:00;0;1.373332977
24-01-20 00:00;0;2161.442871
24-01-20 01:00;0;1863.52124
24-01-20 02:00;0;1990.508789
24-01-20 03:00;0;2159.978027
24-01-20 04:00;0;1975.218994
24-01-20 05:00;0;2122.165527
24-01-20 06:00;0;2163.09082
24-01-20 07:00;0;2104.403809
24-01-20 08:00;0;2261.146973
24-01-20 09:00;0;2094.515869
24-01-20 10:00;0;2017.334473
24-01-20 11:00;0;2051.393066
24-01-20 12:00;0;2136.082031
24-01-20 13:00;0;2071.5354
24-01-20 14:00;0;953.2761841
24-01-20 15:00;0;1579.790649
24-01-20 16:00;0;1777.001221
24-01-20 17:00;0;1505.172852
24-01-20 18:00;0;1493.545288
24-01-20 19:00;0;1440.076904
24-01-20 20:00;0;1250.831665
24-01-20 21:00;0;1493.819946
24-01-20 22:00;0;1518.631592
24-01-20 23:00;0;1451.521362
25-01-20 00:00;0;1241.950684
25-01-20 01:00;0;1643.3302
25-01-20 02:00;0;1507.73645
25-01-20 03:00;0;1490.798706
25-01-20 04:00;0;1223.548096
25-01-20 05:00;0;1260.811157
25-01-20 06:00;0;1429.181763
25-01-20 07:00;0;1492.995972
25-01-20 08:00;0;1455.73291
25-01-20 09:00;0;1532.547974
25-01-20 10:00;0;1212.83606
25-01-20 11:00;0;1142.979248
25-01-20 12:00;0;1463.057373
25-01-20 13:00;0;993.3775024
25-01-20 14:00;0;1470.656494
25-01-20 15:00;0;1480.452881
25-01-20 16:00;0;975.157959
25-01-20 17:00;0;1087.954346
25-01-20 18:00;0;1.281777382
25-01-20 19:00;0;1.373332977
25-01-20 20:00;0;1.373332977
25-01-20 21:00;0;1.373332977
25-01-20 22:00;0;1.373332977
25-01-20 23:00;0;1.373332977
26-01-20 00:00;0;1246.620117
26-01-20 01:00;0;1599.749756
26-01-20 02:00;0;1899.502563
26-01-20 03:00;0;1835.139038
26-01-20 04:00;0;1921.384277
26-01-20 05:00;0;1833.490967
26-01-20 06:00;0;1670.339111
26-01-20 07:00;0;1665.120361
26-01-20 08:00;1586.950317;1824.243896
26-01-20 09:00;2154.014648;1185.735596
26-01-20 10:00;2268.050293;1427.991577
26-01-20 11:00;2342.033203;1610.461792
26-01-20 12:00;1956.035034;1672.353271
26-01-20 13:00;2378.972656;1692.312378
26-01-20 14:00;2386.028564;1664.113281
26-01-20 15:00;2400.036621;1422.681396
26-01-20 16:00;2486.98999;1555.894653
26-01-20 17:00;2546.964844;1461.043091
26-01-20 18:00;2617.004883;1540.604858
26-01-20 19:00;0;1428.08313
26-01-20 20:00;2127.036377;1586.565796
26-01-20 21:00;2527.976318;1075.319702
26-01-20 22:00;2664.009521;1612.75061
26-01-20 23:00;2748.991455;1555.253784
27-01-20 00:00;2615.967285;1447.49292
27-01-20 01:00;2871.950439;1696.615479
27-01-20 02:00;2822.974365;1612.292847
27-01-20 03:00;2885.958496;1433.576416
27-01-20 04:00;2817.993652;1525.040405
27-01-20 05:00;2866.969727;1364.635132
27-01-20 06:00;2852.961914;1507.828003
27-01-20 07:00;2797.967529;1354.014771
27-01-20 08:00;2795.99585;1.464888453
27-01-20 09:00;2839.991455;1.464888453
27-01-20 10:00;2761.96167;8.056886673
27-01-20 11:00;2474.019531;1.373332977
27-01-20 12:00;2463.020752;1.281777382
27-01-20 13:00;2482.009277;1.281777382
27-01-20 14:00;768.9870605;1.190221906
27-01-20 15:00;2483.980713;1.190221906
27-01-20 16:00;2237.958984;1.190221906
27-01-20 17:00;2464.992188;1.190221906
27-01-20 18:00;2482.009277;1.281777382
27-01-20 19:00;2477.028809;1.190221906
27-01-20 20:00;2472.981934;1.190221906
27-01-20 21:00;2417.987549;1.373332977
27-01-20 22:00;2555.992188;1.373332977
27-01-20 23:00;2491.036621;1.373332977
28-01-20 00:00;2130.04541;1.464888453
28-01-20 01:00;2533.994629;1.464888453
28-01-20 02:00;2499.026367;1.373332977
28-01-20 03:00;2565.019775;1.464888453
28-01-20 04:00;2289.010254;1.464888453
28-01-20 05:00;2576.952393;1.464888453
28-01-20 06:00;2557.963867;1.464888453
28-01-20 07:00;2544.993408;1.55644393
28-01-20 08:00;2593.969482;1.464888453
28-01-20 09:00;2632.984375;1.464888453
28-01-20 10:00;2714.023193;1.464888453
28-01-20 11:00;2791.949219;1.281777382
28-01-20 12:00;2562.010498;1.373332977
28-01-20 13:00;2789.977783;1.281777382
28-01-20 14:00;2797.033691;1.281777382
28-01-20 15:00;2849.018799;1.281777382
28-01-20 16:00;2766.008545;1.190221906
28-01-20 17:00;2552.983154;1.281777382
28-01-20 18:00;2888.033691;1.281777382
28-01-20 19:00;2372.020752;1.190221906
28-01-20 20:00;2524.967285;1.281777382
28-01-20 21:00;2555.992188;1.373332977
28-01-20 22:00;2480.97168;1.647999525
28-01-20 23:00;2521.02417;1.464888453
29-01-20 00:00;0;1.464888453
29-01-20 01:00;2563.048096;1.55644393
29-01-20 02:00;2930.991455;1.55644393
29-01-20 03:00;2654.04834;1.55644393
29-01-20 04:00;2730.002686;1.55644393
29-01-20 05:00;2560.039063;1.464888453
29-01-20 06:00;1716.031372;1.55644393
29-01-20 07:00;2745.04834;1.55644393
29-01-20 08:00;2543.021973;1.647999525
29-01-20 09:00;2513.968262;1.55644393
29-01-20 10:00;2292.019531;1.373332977
29-01-20 11:00;2265.974854;1.464888453
29-01-20 12:00;1884.02356;1.373332977
29-01-20 13:00;0;1.281777382
29-01-20 14:00;1683.03479;1.373332977
29-01-20 15:00;1857.045166;1.281777382
29-01-20 16:00;2872.988037;1.281777382
29-01-20 17:00;2858.97998;1.190221906
29-01-20 18:00;597.9857788;1.281777382
29-01-20 19:00;2866.969727;1.373332977
29-01-20 20:00;2485.018555;1.373332977
29-01-20 21:00;2846.009766;1.464888453
29-01-20 22:00;1597.015259;1.464888453
29-01-20 23:00;2260.994385;1.464888453
30-01-20 00:00;1506.949097;1.55644393
30-01-20 01:00;2099.954102;1.647999525
30-01-20 02:00;2417.987549;1.55644393
30-01-20 03:00;2971.043945;1.55644393
30-01-20 04:00;2954.960693;1.55644393
30-01-20 05:00;2930.991455;1.647999525
30-01-20 06:00;2937.009766;1.647999525
30-01-20 07:00;2941.990479;1.647999525
30-01-20 08:00;2890.005127;1.647999525
30-01-20 09:00;2957.036133;1.55644393
30-01-20 10:00;2882.015381;1.373332977
30-01-20 11:00;2839.991455;1.464888453
30-01-20 12:00;2678.951416;1.373332977
30-01-20 13:00;0;1.373332977
30-01-20 14:00;2511.996826;1.281777382
30-01-20 15:00;2880.977783;1.281777382
30-01-20 16:00;1642.048462;1.190221906
30-01-20 17:00;2714.957031;1.373332977
30-01-20 18:00;2588.989014;1.281777382
30-01-20 19:00;2750.029053;1748.802124
30-01-20 20:00;2576.018555;1626.667114
30-01-20 21:00;2871.016602;1533.921265
30-01-20 22:00;2929.953857;1428.907104
30-01-20 23:00;2927.048584;1470.748047
31-01-20 00:00;2968.034912;1426.252075
31-01-20 01:00;2662.971924;1314.005005
31-01-20 02:00;2538.975098;1499.49646
31-01-20 03:00;2617.004883;1522.751587
31-01-20 04:00;2802.01416;1526.322266
31-01-20 05:00;2245.94873;1475.1427
31-01-20 06:00;2348.051514;1493.636841
31-01-20 07:00;2342.033203;1743.308838
31-01-20 08:00;2323.044434;1785.607422
31-01-20 09:00;2286.001221;1790.826172
31-01-20 10:00;2507.949951;1566.148926
31-01-20 11:00;2422.034424;1739.829712
31-01-20 12:00;2002.002075;1748.069702
31-01-20 13:00;1777.977783;1614.856445
31-01-20 14:00;2301.046875;1747.520386
31-01-20 15:00;2879.006348;1540.238647
31-01-20 16:00;2121.951904;1640.308838
31-01-20 17:00;2298.971436;1529.709717
31-01-20 18:00;2904.013184;1482.192505
31-01-20 19:00;2819.965088;1.190221906
31-01-20 20:00;2897.994873;1687.276855
31-01-20 21:00;2949.046387;1720.419922
31-01-20 22:00;2893.948242;1929.532715
31-01-20 23:00;2946.970947;1975.310547